language,error_type,buggy_code,fixed_code,line_no
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
C++,UnusedVariable,"int x = 10;
cout << ""Hi"";","cout << ""Hi"";",1
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
C,InvalidAssignment,5 = x;,int x = 5;,1
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
C,MissingDelimiter,float pi = 3.14,float pi = 3.14;,1
Python,IndentationError,"while True:
break","while True:
    break",2
Python,NameError,print(name),"name = 'John'
print(name)",1
Java,DivisionByZero,int r = 50 / (a - a);,"int r = 50 / Math.max(a - a, 1);",1
C++,InfiniteLoop,"while (true) {
}","while (condition) {
}",1
Python,DivisionByZero,result = 100 / (x - x),"result = 100 / max(x - x, 1)",1
C++,UndeclaredIdentifier,cout << x;,"int x = 10;
cout << x;",1
C++,MissingInclude,"int main() { string s = ""hi""; return 0; }","#include <string>
using namespace std;
int main() { string s = ""hi""; return 0; }",1
C,UnclosedString,"printf(""Hello);","printf(""Hello"");",1
Python,UnclosedString,print('Hello),print('Hello'),1
Java,MissingDelimiter,return result,return result;,1
C++,MissingDelimiter,return 0,return 0;,1
C++,TypeMismatch,"int x = ""hello"";","string x = ""hello"";",1
C++,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  // Avoid division by zero,1
Java,InfiniteLoop,"while (true) {
}","while (condition) {
}",1
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Java,UnclosedString,"System.out.println(""test);","System.out.println(""test"");",1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
C,DuplicateDefinition,int x = 5; int x = 10;,int x = 5; x = 10;,1
Python,ImportError,"import maths
maths.sqrt(4)","import math
math.sqrt(4)",1
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1
C++,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2
Python,DivisionByZero,result = 100 / (x - x),"result = 100 / max(x - x, 1)",1
Python,NameError,total = count * 2,"count = 5
total = count * 2",1
Python,WildcardImport,from datetime import *,"from datetime import datetime, timedelta",1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
Python,InvalidAssignment,5 = x,x = 5,1
Java,UnmatchedBracket,"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
","public class Test {
  public static void main(String[] args) {
    System.out.println(1);
  }
}",3
C++,MissingInclude,"cout << ""Hello"";","#include <iostream>
using namespace std;
cout << ""Hello"";",1
C,UnmatchedBracket,struct Point { int x; int y;,struct Point { int x; int y; };,1
Python,IndentationError,"while True:
break","while True:
    break",2
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1
C++,UnreachableCode,"return 0;
cout << ""Hi"";","cout << ""Hi"";",2
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3
C++,MissingInclude,"int main() { cout << ""Hi""; return 0; }","#include <iostream>
using namespace std;
int main() { cout << ""Hi""; return 0; }",1
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1
Python,IndentationError,"for i in range(5):
print(i)","for i in range(5):
    print(i)",2
Python,NameError,print(name),"name = 'John'
print(name)",1
C,MissingInclude,"printf(""Hello"");","#include <stdio.h>
printf(""Hello"");",1
C++,MissingDelimiter,return 0,return 0;,1
Java,UnmatchedBracket,"public class Test {
  public static void main(String[] args) {
    System.out.println(1);
","public class Test {
  public static void main(String[] args) {
    System.out.println(1);
  }
}",3
C,InfiniteLoop,"int i = 0; while (i < 10) { printf(""%d"", i); }","int i = 0; while (i < 10) { printf(""%d"", i); i++; }",1
Java,MissingDelimiter,int x = 5,int x = 5;,1
C++,MissingInclude,"int main() { string s = ""hi""; return 0; }","#include <string>
using namespace std;
int main() { string s = ""hi""; return 0; }",1
C++,InvalidAssignment,10 + 5 = result;,result = 10 + 5;,1
C++,MissingInclude,"int main() { cout << ""Hi""; return 0; }","#include <iostream>
using namespace std;
int main() { cout << ""Hi""; return 0; }",1
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1
Java,MissingDelimiter,int x = 5,int x = 5;,1
C++,MissingInclude,"int main() { cout << ""Hi""; return 0; }","#include <iostream>
using namespace std;
int main() { cout << ""Hi""; return 0; }",1
Java,InfiniteLoop,"while (true) {
}","while (condition) {
}",1
C++,MissingDelimiter,return 0,return 0;,1
C,InfiniteLoop,"for (;;) { printf(""loop""); }","for (int i = 0; i < 10; i++) { printf(""loop""); }",1
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1
C,TypeMismatch,"int x = ""text"";","char* x = ""text"";",1
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1
Python,IndentationError,"while True:
break","while True:
    break",2
C,MissingDelimiter,float pi = 3.14,float pi = 3.14;,1
Python,ImportError,"from os import pathh
pathh.exists('file')","from os import path
path.exists('file')",1
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1
C++,MissingInclude,int main() { vector<int> v; return 0; },"#include <vector>
using namespace std;
int main() { vector<int> v; return 0; }",1
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1
C++,TypeMismatch,"int x = ""5"";",int x = 5;,1
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1
C++,UnmatchedBracket,"if (x > 5 { cout << ""big""; }","if (x > 5) { cout << ""big""; }",1
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1
C,UnusedVariable,"int x = 10;
printf(""Hi"");","printf(""Hi"");",1
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1
Python,LineTooLong,print('This is a very very very very very very very very very very long line'),print('This is a long line'),1
C,UndeclaredIdentifier,"printf(""%d"", x);","int x = 10;
printf(""%d"", x);",1
Python,WildcardImport,from random import *,"from random import randint, choice",1
Python,IndentationError,"class Test:
def __init__(self):
pass","class Test:
    def __init__(self):
        pass",3
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
C++,MissingInclude,"int main() { cout << ""Hi""; return 0; }","#include <iostream>
using namespace std;
int main() { cout << ""Hi""; return 0; }",1
Java,TypeMismatch,"int x = ""5"";",int x = 5;,1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
Java,UnreachableCode,"return;
System.out.println(""Hi"");","System.out.println(""Hi"");",2
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1
Python,MissingImport,request.get('url'),"import requests
request.get('url')",1
Python,WildcardImport,from random import *,"from random import randint, choice",1
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1
Python,NameError,print(x),"x = 10
print(x)",1
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1
C,MissingDelimiter,float pi = 3.14,float pi = 3.14;,1
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1
Java,UnclosedString,"System.out.println(""Hello);","System.out.println(""Hello"");",1
Python,WildcardImport,from random import *,"from random import randint, choice",1
C,UnusedVariable,"int x = 10;
printf(""Hi"");","printf(""Hi"");",1
Python,NameError,result = x + y,"x = 5
y = 10
result = x + y",1
C,MissingInclude,int main() { sqrt(16); return 0; },"#include <math.h>
int main() { sqrt(16); return 0; }",1
Python,MissingImport,df = pd.DataFrame(),"import pandas as pd
df = pd.DataFrame()",1
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2
Java,MissingDelimiter,int x = 5,int x = 5;,1
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1
Python,NameError,print(x),"x = 10
print(x)",1
C,MissingInclude,"int main() { strlen(""test""); return 0; }","#include <string.h>
int main() { strlen(""test""); return 0; }",1
C,UnclosedString,"printf(""Hello);","printf(""Hello"");",1
Java,UndeclaredIdentifier,System.out.println(x);,"int x = 10;
System.out.println(x);",1
Java,InfiniteLoop,"while (true) {
}","while (condition) {
}",1
Python,ImportError,"from os import pathh
pathh.exists('file')","from os import path
path.exists('file')",1
C,MissingInclude,"int main() { scanf(""%d"", &x); return 0; }","#include <stdio.h>
int main() { int x; scanf(""%d"", &x); return 0; }",1
C,UnreachableCode,"return;
printf(""Hi"");","printf(""Hi"");",2
Python,MutableDefault,"def process(data, cache={}): cache[data] = True","def process(data, cache=None):
    if cache is None: cache = {}
    cache[data] = True",1
C,MissingDelimiter,int x = 10,int x = 10;,1
C,MissingInclude,"int main() { printf(""Hello""); return 0; }","#include <stdio.h>
int main() { printf(""Hello""); return 0; }",1
Python,NameError,total = count * 2,"count = 5
total = count * 2",1
Java,TypeMismatch,"int x = ""5"" + 3;","int x = Integer.parseInt(""5"") + 3;",1
C++,MissingDelimiter,return 0,return 0;,1
Python,IndentationError,"if True:
x = 5","if True:
    x = 5",2
Python,DivisionByZero,x = 10 / 0,x = 10 / 2,1
C,DivisionByZero,int result = 10 / 0;,int result = 10 / 1;  /* Avoid division by zero */,1
Python,DuplicateDefinition,"def f(): pass
def f(): pass",def f(): pass,2
Python,MutableDefault,"def add_item(x, items=[]): items.append(x)","def add_item(x, items=None):
    if items is None: items = []
    items.append(x)",1
Python,ImportError,"import randomm
randomm.randint(1,10)","import random
random.randint(1,10)",1
Python,NameError,total = count * 2,"count = 5
total = count * 2",1
C++,TypeMismatch,"int x = ""5"";",int x = 5;,1
Python,MissingImport,"random.randint(1, 10)","import random
random.randint(1, 10)",1
Python,ImportError,"from os import pathh
pathh.exists('file')","from os import path
path.exists('file')",1
Python,NameError,print(x),"x = 10
print(x)",1
Java,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
Python,DivisionByZero,result = 100 / (x - x),"result = 100 / max(x - x, 1)",1
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1
Python,InfiniteLoop,"while True:
    pass","while condition:
    pass",1
Python,WildcardImport,from random import *,"from random import randint, choice",1
C,UnusedVariable,"int x = 10;
printf(""Hi"");","printf(""Hi"");",1
C,DivisionByZero,int x = 10 / 0;,int x = 10 / 2;,1
C,UnclosedString,"printf(""Hello);","printf(""Hello"");",1
C,DivisionByZero,int r = 25 / (b - b);,int r = 25 / ((b - b) ? (b - b) : 1);,1
Python,IndentationError,"if True:
x = 5","if True:
    x = 5",2
Python,UnusedVariable,"x = 10
print('Hi')",print('Hi'),1
Python,MissingImport,os.path.exists('file'),"import os
os.path.exists('file')",1
Python,MutableDefault,"def append_to(element, lst=[]): lst.append(element)","def append_to(element, lst=None):
    if lst is None: lst = []
    lst.append(element)",1
C,DivisionByZero,int r = 25 / (b - b);,int r = 25 / ((b - b) ? (b - b) : 1);,1
Python,TypeMismatch,x = '5' + 3,x = int('5') + 3,1
Python,WildcardImport,from math import *,from math import sqrt,1
Java,MissingDelimiter,int x = 10,int x = 10;,1
Java,UnclosedString,"System.out.println(""test);","System.out.println(""test"");",1
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1
Python,IndentationError,"def func():
print('Hi')","def func():
    print('Hi')",2
Python,MissingImport,data = json.loads('{}'),"import json
data = json.loads('{}')",1
C++,TypeMismatch,"int x = ""hello"";","string x = ""hello"";",1
Python,UnreachableCode,"return
print('Hi')",print('Hi'),2
Python,NameError,print(x),"x = 10
print(x)",1
Python,NameError,print(undefined_var),"undefined_var = 10
print(undefined_var)",1
C,MissingDelimiter,int y = 20,int y = 20;,1
Python,UnmatchedBracket,print((1 + 2),print((1 + 2)),1
Java,DivisionByZero,int r = 50 / (a - a);,"int r = 50 / Math.max(a - a, 1);",1
Python,LineTooLong,print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),"print(
    'This is an extremely long string '
    'split across multiple lines'
)",1
Python,NameError,print(x),"x = 10
print(x)",1
C,UnclosedString,"printf(""Hello);","printf(""Hello"");",1
C,DuplicateDefinition,int var = 1; int var = 2;,int var = 1; var = 2;,1
Python,MutableDefault,"def update(val, config={}): config['val'] = val","def update(val, config=None):
    if config is None: config = {}
    config['val'] = val",1
Python,ImportError,"from os import pathh
pathh.exists('file')","from os import path
path.exists('file')",1
Python,MutableDefault,"def add_item(x, lst=[]): lst.append(x)","def add_item(x, lst=None):
    if lst is None: lst = []
    lst.append(x)",1
C,MissingInclude,"int main() { scanf(""%d"", &x); return 0; }","#include <stdio.h>
int main() { int x; scanf(""%d"", &x); return 0; }",1
Python,LineTooLong,"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)","result = very_long_function_name(
    arg1, arg2, arg3, arg4,
    arg5, arg6, arg7, arg8
)",1
