code,language,error_type,predicted
"np.array([1,2,3])",Python,MissingImport,MissingImport
"string s = ""hello;",C++,UnclosedString,UnclosedString
int x = 5,Java,MissingDelimiter,DivisionByZero
void func() {} void func() {},C,DuplicateDefinition,DuplicateDefinition
print('Hello),Python,UnclosedString,UnclosedString
int x = 10 / 0;,Java,DivisionByZero,DivisionByZero
"string msg = ""error;",C++,UnclosedString,UnclosedString
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"def func():
print('Hi')",Python,IndentationError,IndentationError
result = 100 / (x - x),Python,DivisionByZero,DivisionByZero
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
"printf(""Hello"")",C,MissingDelimiter,UnclosedString
"int x = 10;
printf(""Hi"");",C,UnusedVariable,UnusedVariable
print('This is an extremely long string that exceeds the recommended line length of 79 or 88 characters'),Python,LineTooLong,LineTooLong
"result = very_long_function_name(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12)",Python,LineTooLong,LineTooLong
"def add(a, b)
    return a + b",Python,MissingDelimiter,MissingDelimiter
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"int main() { strlen(""test""); return 0; }",C,MissingInclude,MissingInclude
int x = 10,C,MissingDelimiter,DivisionByZero
result = x + y,Python,NameError,NameError
"int main() { strlen(""test""); return 0; }",C,MissingInclude,MissingInclude
from datetime import *,Python,WildcardImport,WildcardImport
print('Hello),Python,UnclosedString,UnclosedString
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
total = count * 2,Python,NameError,NameError
"return;
System.out.println(""Hi"");",Java,UnreachableCode,UnreachableCode
print(undefined_var),Python,NameError,NameError
print(x),Python,NameError,NameError
int main() { cin >> x; return 0; },C++,MissingInclude,MissingInclude
"while (true) {
}",Java,InfiniteLoop,InfiniteLoop
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
int r = 25 / (b - b);,C,DivisionByZero,DivisionByZero
5 = x,Python,InvalidAssignment,InvalidAssignment
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
"import pandass
pandass.DataFrame()",Python,ImportError,ImportError
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
"int main() { scanf(""%d"", &x); return 0; }",C,MissingInclude,MissingInclude
"int x = ""5"";",C++,TypeMismatch,DivisionByZero
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
"printf(""Hello"")",C,MissingDelimiter,UnclosedString
data = json.loads('{}'),Python,MissingImport,MissingImport
"int add() { return 1; }
int add() { return 2; }",C++,DuplicateDefinition,DuplicateDefinition
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
5 = x;,C,InvalidAssignment,InvalidAssignment
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
"def func():
print('Hi')",Python,IndentationError,IndentationError
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
"int x = 10;
System.out.println(""Hi"");",Java,UnusedVariable,UnusedVariable
"import maths
maths.sqrt(4)",Python,ImportError,ImportError
"while (1) {
}",C,InfiniteLoop,InfiniteLoop
total = count * 2,Python,NameError,NameError
print(x),Python,NameError,NameError
request.get('url'),Python,MissingImport,MissingImport
"re.match(r'\d+', '123')",Python,MissingImport,MissingImport
"printf(""%d"", x);",C,UndeclaredIdentifier,UndeclaredIdentifier
float pi = 3.14,C,MissingDelimiter,MissingDelimiter
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
"def f(): pass
def f(): pass",Python,DuplicateDefinition,DuplicateDefinition
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
return result,Java,MissingDelimiter,MissingDelimiter
"int main() { strlen(""test""); return 0; }",C,MissingInclude,MissingInclude
from math import *,Python,WildcardImport,WildcardImport
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
char c = 'a'; int result = 5;,C,UnusedVariable,DivisionByZero
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
"int x = 10;
cout << ""Hi"";",C++,UnusedVariable,UnusedVariable
from math import *,Python,WildcardImport,WildcardImport
x = '5' + 3,Python,TypeMismatch,InvalidAssignment
"while True:
    pass",Python,InfiniteLoop,InfiniteLoop
"return 0;
cout << ""Hi"";",C++,UnreachableCode,UnreachableCode
print(x),Python,NameError,NameError
"def func():
print('Hi')",Python,IndentationError,IndentationError
"while (true) {
}",C++,InfiniteLoop,InfiniteLoop
"def add_item(x, lst=[]): lst.append(x)",Python,MutableDefault,MutableDefault
"return
print('Hi')",Python,UnreachableCode,UnreachableCode
int x = 10 / 0;,C,DivisionByZero,DivisionByZero
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
int x = 10,C,MissingDelimiter,DivisionByZero
"def process(data, cache={}): cache[data] = True",Python,MutableDefault,MutableDefault
"x = 10
print('Hi')",Python,UnusedVariable,UnusedVariable
print(undefined_var),Python,NameError,NameError
result = x + y,Python,NameError,NameError
print('This is a very very very very very very very very very very long line'),Python,LineTooLong,LineTooLong
"cout << ""Hello"";",C++,MissingInclude,UnclosedString
"for i in range(5):
print(i)",Python,IndentationError,IndentationError
"""hello"" = str;",C++,InvalidAssignment,InvalidAssignment
from math import *,Python,WildcardImport,WildcardImport
5 = x;,C++,InvalidAssignment,InvalidAssignment
"System.out.println(""Hello);",Java,UnclosedString,UnclosedString
int x = 10 / 0;,C++,DivisionByZero,DivisionByZero
"while True:
break",Python,IndentationError,IndentationError
"re.match(r'\d+', '123')",Python,MissingImport,MissingImport
"def append_to(element, lst=[]): lst.append(element)",Python,MutableDefault,MutableDefault
"from os import pathh
pathh.exists('file')",Python,ImportError,ImportError
"def add_item(x, items=[]): items.append(x)",Python,MutableDefault,MutableDefault
ArrayList list = new ArrayList();,Java,MissingImport,MissingImport
print((1 + 2),Python,UnmatchedBracket,UnmatchedBracket
"if (x > 5 { cout << ""big""; }",C++,UnmatchedBracket,UnmatchedBracket
"if True:
x = 5",Python,IndentationError,IndentationError
int x = 5; int x = 10;,C,DuplicateDefinition,DivisionByZero
"return;
printf(""Hi"");",C,UnreachableCode,UnreachableCode
request.get('url'),Python,MissingImport,MissingImport
int x = 10,C,MissingDelimiter,DivisionByZero
from datetime import *,Python,WildcardImport,WildcardImport
int main() { sqrt(16); return 0; },C,MissingInclude,MissingInclude
from datetime import *,Python,WildcardImport,WildcardImport
"age = input('Enter age: ')
if age > 18:
    print('Adult')",Python,TypeMismatch,TypeMismatch
"numbers = ['1', '2', '3']
total = sum(numbers)",Python,TypeMismatch,TypeMismatch
result = '10' + 5,Python,TypeMismatch,DivisionByZero
"price = '100'
discount = price * 0.1",Python,TypeMismatch,TypeMismatch
"count = '5'
for i in range(count):
    print(i)",Python,TypeMismatch,IndentationError
"x = '3'
y = 2
z = x ** y",Python,TypeMismatch,MissingDelimiter
"nums = '12345'
print(len(nums[0:2]) + 10)",Python,TypeMismatch,TypeMismatch
"data = {'age': '25'}
if data['age'] > 20:
    print('Valid')",Python,TypeMismatch,TypeMismatch
"items = '5'
while items > 0:
    items -= 1",Python,TypeMismatch,MutableDefault
"value = input('Number: ')
result = value / 2",Python,TypeMismatch,TypeMismatch
"scores = ['90', '85', '95']
average = sum(scores) / len(scores)",Python,TypeMismatch,TypeMismatch
"x = '10'
y = '20'
print(x + y)",Python,TypeMismatch,NameError
"temperature = '98.6'
if temperature > 100:
    print('Fever')",Python,TypeMismatch,TypeMismatch
"index = '0'
list_items = [1, 2, 3]
print(list_items[index])",Python,TypeMismatch,TypeMismatch
"quantity = input('Qty: ')
total = quantity * 100",Python,TypeMismatch,TypeMismatch
"hours = '8'
wage = 15
salary = hours * wage",Python,TypeMismatch,TypeMismatch
"val = '42'
if val % 2 == 0:
    print('Even')",Python,TypeMismatch,TypeMismatch
"nums = '123'
for n in nums:
    print(int(n) + 5)",Python,TypeMismatch,TypeMismatch
"length = '10'
width = 5
area = length * width",Python,TypeMismatch,DivisionByZero
"user_input = input('Value: ')
if user_input == 10:
    print('Match')",Python,TypeMismatch,TypeMismatch
"data = '100'
percentage = (data / 1000) * 100",Python,TypeMismatch,TypeMismatch
"size = '5'
array = [0] * size",Python,TypeMismatch,TypeMismatch
"num = '7'
if num in [5, 10, 15]:
    print('Found')",Python,TypeMismatch,TypeMismatch
"count = input('Count: ')
for _ in range(count):
    print('Loop')",Python,TypeMismatch,TypeMismatch
"x = '3.14'
y = 2
result = x * y",Python,TypeMismatch,NameError
"String count = ""10"";
int result = count + 5;",Java,TypeMismatch,TypeMismatch
"String price = ""100"";
double tax = price * 0.1;",Java,TypeMismatch,TypeMismatch
"int x = 10;
String y = 5;
int sum = x + y;",Java,TypeMismatch,TypeMismatch
"boolean flag = ""true"";
if (flag) { System.out.println(""OK""); }",Java,TypeMismatch,MissingDelimiter
"String age = ""25"";
if (age > 18) { System.out.println(""Adult""); }",Java,TypeMismatch,TypeMismatch
"int[] numbers = {1, 2, 3};
String total = numbers[0] + numbers[1];",Java,TypeMismatch,TypeMismatch
"double value = 10.5;
int result = value;",Java,TypeMismatch,TypeMismatch
"String num = ""42"";
int doubled = num * 2;",Java,TypeMismatch,TypeMismatch
"char letter = 'A';
String word = letter + ""BC"";",Java,TypeMismatch,TypeMismatch
"float f = 3.14;
int i = f + 10;",Java,TypeMismatch,TypeMismatch
"String size = ""100"";
for (int i = 0; i < size; i++) { }",Java,TypeMismatch,TypeMismatch
"Object obj = ""Hello"";
int len = obj.length();",Java,TypeMismatch,TypeMismatch
"long big = 1000000;
int small = big;",Java,TypeMismatch,UnmatchedBracket
"String[] arr = new String[5];
int count = arr;",Java,TypeMismatch,TypeMismatch
"double d = 9.99;
boolean check = d;",Java,TypeMismatch,TypeMismatch
"String val = ""50"";
if (val % 2 == 0) { }",Java,TypeMismatch,TypeMismatch
"int x = 10;
String y = x;",Java,TypeMismatch,TypeMismatch
byte b = 200;,Java,TypeMismatch,MissingDelimiter
"String number = ""123"";
int sum = number + 10;",Java,TypeMismatch,TypeMismatch
"float price = 19.99;
String display = price;",Java,TypeMismatch,TypeMismatch
"int[] data = {1, 2, 3};
String info = data;",Java,TypeMismatch,TypeMismatch
"char c = '5';
int num = c + 10;",Java,TypeMismatch,TypeMismatch
"String flag = ""1"";
if (flag) { }",Java,TypeMismatch,TypeMismatch
"double rate = 5.5;
int percentage = rate * 100;",Java,TypeMismatch,TypeMismatch
"String input = ""10"";
while (input > 0) { input--; }",Java,TypeMismatch,TypeMismatch
"int x = 10;
float y = 3.14;
int z = x + y;",C,TypeMismatch,MissingDelimiter
"char *str = ""Hello"";
int len = str;",C,TypeMismatch,TypeMismatch
"int num = 42;
char ch = num;",C,TypeMismatch,TypeMismatch
"float f = 3.14;
int i = f;",C,TypeMismatch,TypeMismatch
"double d = 10.5;
int x = d + 5;",C,TypeMismatch,DivisionByZero
"int arr[5];
int size = arr;",C,TypeMismatch,TypeMismatch
"char c = 'A';
int code = c + ""BC"";",C,TypeMismatch,MissingDelimiter
"void *ptr = malloc(10);
int val = ptr;",C,TypeMismatch,TypeMismatch
"long l = 1000000;
short s = l;",C,TypeMismatch,TypeMismatch
"unsigned int u = 100;
int i = u;",C,TypeMismatch,TypeMismatch
"float price = 19.99;
char display = price;",C,TypeMismatch,TypeMismatch
"int *p = NULL;
int val = p;",C,TypeMismatch,MissingDelimiter
"char str[10] = ""test"";
int x = str;",C,TypeMismatch,TypeMismatch
"double d = 5.5;
char c = d;",C,TypeMismatch,TypeMismatch
"enum Color {RED, GREEN};
int x = RED;
char y = x;",C,TypeMismatch,TypeMismatch
"float f = 3.14159;
int i = f * 100;",C,TypeMismatch,TypeMismatch
"int a = 10;
void *v = a;",C,TypeMismatch,MissingDelimiter
"char ch = 100;
int *ptr = ch;",C,TypeMismatch,TypeMismatch
"short s = 32000;
char c = s;",C,TypeMismatch,TypeMismatch
"int x = 5;
float *fp = x;",C,TypeMismatch,DivisionByZero
"double rate = 0.05;
int percent = rate;",C,TypeMismatch,TypeMismatch
"long long ll = 999999999;
int i = ll;",C,TypeMismatch,TypeMismatch
"float values[3] = {1.1, 2.2, 3.3};
int sum = values[0] + values[1];",C,TypeMismatch,TypeMismatch
"char *name = ""John"";
int n = name[0];",C,TypeMismatch,TypeMismatch
"int x = 10, y = 3;
int result = x / y;",C,TypeMismatch,MissingDelimiter
"string str = ""100"";
int num = str + 10;",C++,TypeMismatch,TypeMismatch
"int x = 10;
string y = x;",C++,TypeMismatch,TypeMismatch
"double d = 3.14;
int i = d;",C++,TypeMismatch,TypeMismatch
"vector<int> vec = {1, 2, 3};
int size = vec;",C++,TypeMismatch,UnmatchedBracket
"char c = '5';
int num = c;",C++,TypeMismatch,TypeMismatch
"float f = 2.5;
int *ptr = f;",C++,TypeMismatch,TypeMismatch
"string name = ""Alice"";
char ch = name;",C++,TypeMismatch,TypeMismatch
"int arr[5];
int len = arr;",C++,TypeMismatch,TypeMismatch
"bool flag = ""true"";
if (flag) { cout << ""OK""; }",C++,TypeMismatch,TypeMismatch
"long l = 100000;
short s = l;",C++,TypeMismatch,TypeMismatch
"string price = ""19.99"";
double cost = price * 1.1;",C++,TypeMismatch,TypeMismatch
"int x = 42;
void *p = x;",C++,TypeMismatch,TypeMismatch
"char *str = ""test"";
int val = str;",C++,TypeMismatch,TypeMismatch
"float rate = 0.05;
int percent = rate * 100;",C++,TypeMismatch,TypeMismatch
"unsigned int u = 200;
char c = u;",C++,TypeMismatch,TypeMismatch
"double temperature = 98.6;
string temp = temperature;",C++,TypeMismatch,TypeMismatch
"int *ptr = nullptr;
int value = ptr;",C++,TypeMismatch,TypeMismatch
"string count = ""10"";
for (int i = 0; i < count; i++) { }",C++,TypeMismatch,TypeMismatch
"enum Status {OK, ERROR};
string msg = OK;",C++,TypeMismatch,TypeMismatch
"float f = 3.14159;
int i = f + 10;",C++,TypeMismatch,TypeMismatch
"char ch = 'A';
string str = ch;",C++,TypeMismatch,TypeMismatch
"int x = 10;
float y = 3.5;
int z = x + y;",C++,TypeMismatch,MissingDelimiter
"vector<string> words;
int count = words;",C++,TypeMismatch,TypeMismatch
"double pi = 3.14159;
char display = pi;",C++,TypeMismatch,MissingDelimiter
"string input = ""42"";
if (input > 40) { cout << ""Big""; }",C++,TypeMismatch,TypeMismatch
"x = 10
y = 0
result = x / y",Python,DivisionByZero,NameError
"def divide(a, b):
    return a / b
result = divide(10, 0)",Python,DivisionByZero,MissingDelimiter
"total = 100
count = 0
average = total / count",Python,DivisionByZero,NameError
"num = 50
divisor = 5 - 5
quotient = num / divisor",Python,DivisionByZero,DivisionByZero
"a = 10
b = 0
c = a // b",Python,DivisionByZero,DivisionByZero
"price = 100
quantity = 0
unit_price = price / quantity",Python,DivisionByZero,TypeMismatch
"sum_val = 500
num_items = 0
mean = sum_val / num_items",Python,DivisionByZero,DivisionByZero
"x = 25
y = 10 - 10
mod = x % y",Python,DivisionByZero,NameError
"numerator = 100
denominator = 0
fraction = numerator / denominator",Python,DivisionByZero,DivisionByZero
"score = 85
total_tests = 0
percentage = (score / total_tests) * 100",Python,DivisionByZero,DivisionByZero
"data = [10, 20, 30]
count = len(data) - 3
avg = sum(data) / count",Python,DivisionByZero,TypeMismatch
"miles = 100
gallons = 0
mpg = miles / gallons",Python,DivisionByZero,DivisionByZero
"profit = 500
investment = 0
roi = profit / investment",Python,DivisionByZero,DivisionByZero
"total_hours = 40
days_worked = 0
avg_hours = total_hours / days_worked",Python,DivisionByZero,TypeMismatch
"points_earned = 100
games_played = 0
ppg = points_earned / games_played",Python,DivisionByZero,DivisionByZero
"revenue = 1000
employees = 0
rev_per_emp = revenue / employees",Python,DivisionByZero,DivisionByZero
"distance = 50
time = 0
speed = distance / time",Python,DivisionByZero,DivisionByZero
"total_cost = 200
items = 0
cost_per_item = total_cost / items",Python,DivisionByZero,DivisionByZero
"population = 5000
area = 0
density = population / area",Python,DivisionByZero,DivisionByZero
"correct = 20
total_questions = 0
accuracy = correct / total_questions",Python,DivisionByZero,DivisionByZero
"int x = 10;
int y = 0;
int result = x / y;",Java,DivisionByZero,MissingDelimiter
"int total = 100;
int count = 0;
int avg = total / count;",Java,DivisionByZero,DivisionByZero
"double a = 50.0;
double b = 0.0;
double c = a / b;",Java,DivisionByZero,DivisionByZero
"int num = 25;
int divisor = 5 - 5;
int quotient = num / divisor;",Java,DivisionByZero,DivisionByZero
"int price = 100;
int qty = 0;
int unit = price / qty;",Java,DivisionByZero,DivisionByZero
"float sum = 500.0f;
float items = 0.0f;
float mean = sum / items;",Java,DivisionByZero,TypeMismatch
"int x = 42;
int y = 0;
int mod = x % y;",Java,DivisionByZero,MissingDelimiter
"long numerator = 1000;
long denominator = 0;
long result = numerator / denominator;",Java,DivisionByZero,DivisionByZero
"int score = 85;
int tests = 0;
int percent = (score / tests) * 100;",Java,DivisionByZero,DivisionByZero
"double miles = 100.0;
double gallons = 0.0;
double mpg = miles / gallons;",Java,DivisionByZero,DivisionByZero
"int profit = 500;
int investment = 0;
int roi = profit / investment;",Java,DivisionByZero,DivisionByZero
"int hours = 40;
int days = 0;
int avg = hours / days;",Java,DivisionByZero,DivisionByZero
"float points = 100.0f;
float games = 0.0f;
float ppg = points / games;",Java,DivisionByZero,DivisionByZero
"int revenue = 1000;
int employees = 0;
int rpe = revenue / employees;",Java,DivisionByZero,DivisionByZero
"double distance = 50.0;
double time = 0.0;
double speed = distance / time;",Java,DivisionByZero,DivisionByZero
"int cost = 200;
int items = 0;
int cpi = cost / items;",Java,DivisionByZero,DivisionByZero
"int population = 5000;
int area = 0;
int density = population / area;",Java,DivisionByZero,DivisionByZero
"int correct = 20;
int total = 0;
int accuracy = correct / total;",Java,DivisionByZero,DivisionByZero
"int a = 15;
int b = 3 - 3;
int c = a / b;",Java,DivisionByZero,MissingDelimiter
"double x = 99.0;
double y = 0.0;
double z = x % y;",Java,DivisionByZero,DivisionByZero
"int x = 10;
int y = 0;
int result = x / y;",C,DivisionByZero,MissingDelimiter
"float a = 50.0;
float b = 0.0;
float c = a / b;",C,DivisionByZero,DivisionByZero
"int total = 100;
int count = 0;
int avg = total / count;",C,DivisionByZero,DivisionByZero
"int num = 25;
int div = 5 - 5;
int quot = num / div;",C,DivisionByZero,DivisionByZero
"double price = 100.0;
double qty = 0.0;
double unit = price / qty;",C,DivisionByZero,DivisionByZero
"int sum = 500;
int items = 0;
int mean = sum / items;",C,DivisionByZero,MissingDelimiter
"int x = 42;
int y = 0;
int mod = x % y;",C,DivisionByZero,MissingDelimiter
"long n = 1000;
long d = 0;
long r = n / d;",C,DivisionByZero,DivisionByZero
"int score = 85;
int tests = 0;
int pct = (score / tests) * 100;",C,DivisionByZero,DivisionByZero
"float miles = 100.0;
float gallons = 0.0;
float mpg = miles / gallons;",C,DivisionByZero,DivisionByZero
"int profit = 500;
int invest = 0;
int roi = profit / invest;",C,DivisionByZero,DivisionByZero
"int hours = 40;
int days = 0;
int avg = hours / days;",C,DivisionByZero,DivisionByZero
"double pts = 100.0;
double games = 0.0;
double ppg = pts / games;",C,DivisionByZero,DivisionByZero
"int rev = 1000;
int emp = 0;
int rpe = rev / emp;",C,DivisionByZero,DivisionByZero
"float dist = 50.0;
float time = 0.0;
float speed = dist / time;",C,DivisionByZero,DivisionByZero
"int cost = 200;
int items = 0;
int cpi = cost / items;",C,DivisionByZero,DivisionByZero
"int pop = 5000;
int area = 0;
int dens = pop / area;",C,DivisionByZero,DivisionByZero
"int correct = 20;
int total = 0;
int acc = correct / total;",C,DivisionByZero,DivisionByZero
"int a = 15;
int b = 0;
int c = a / b;",C,DivisionByZero,MissingDelimiter
"double x = 99.0;
double y = 0.0;
double z = x / y;",C,DivisionByZero,DivisionByZero
"int x = 10;
int y = 0;
int result = x / y;",C++,DivisionByZero,MissingDelimiter
"double a = 50.0;
double b = 0.0;
double c = a / b;",C++,DivisionByZero,DivisionByZero
"int total = 100;
int count = 0;
int avg = total / count;",C++,DivisionByZero,DivisionByZero
"int num = 25;
int div = 5 - 5;
int quot = num / div;",C++,DivisionByZero,DivisionByZero
"float price = 100.0;
float qty = 0.0;
float unit = price / qty;",C++,DivisionByZero,DivisionByZero
"int sum = 500;
int items = 0;
int mean = sum / items;",C++,DivisionByZero,MissingDelimiter
"int x = 42;
int y = 0;
int mod = x % y;",C++,DivisionByZero,MissingDelimiter
"long n = 1000;
long d = 0;
long r = n / d;",C++,DivisionByZero,DivisionByZero
"int score = 85;
int tests = 0;
int pct = (score / tests) * 100;",C++,DivisionByZero,DivisionByZero
"double miles = 100.0;
double gallons = 0.0;
double mpg = miles / gallons;",C++,DivisionByZero,DivisionByZero
"int profit = 500;
int invest = 0;
int roi = profit / invest;",C++,DivisionByZero,DivisionByZero
"int hours = 40;
int days = 0;
int avg = hours / days;",C++,DivisionByZero,DivisionByZero
"float pts = 100.0;
float games = 0.0;
float ppg = pts / games;",C++,DivisionByZero,DivisionByZero
"int rev = 1000;
int emp = 0;
int rpe = rev / emp;",C++,DivisionByZero,DivisionByZero
"double dist = 50.0;
double time = 0.0;
double speed = dist / time;",C++,DivisionByZero,DivisionByZero
"int cost = 200;
int items = 0;
int cpi = cost / items;",C++,DivisionByZero,DivisionByZero
"int pop = 5000;
int area = 0;
int dens = pop / area;",C++,DivisionByZero,DivisionByZero
"int correct = 20;
int total = 0;
int acc = correct / total;",C++,DivisionByZero,DivisionByZero
"int a = 15;
int b = 0;
int c = a / b;",C++,DivisionByZero,MissingDelimiter
"double x = 99.0;
double y = 0.0;
double z = x / y;",C++,DivisionByZero,DivisionByZero
"def greet(name, age)
    print(f'Hello {name}')",Python,MissingDelimiter,NameError
"class Person
    def __init__(self):
        pass",Python,MissingDelimiter,IndentationError
"for i in range(10)
    print(i)",Python,MissingDelimiter,IndentationError
"if x > 5
    print('Greater')",Python,MissingDelimiter,IndentationError
"while True
    break",Python,MissingDelimiter,IndentationError
"try
    x = 1/0
except:
    pass",Python,MissingDelimiter,MissingDelimiter
"with open('file.txt') as f
    data = f.read()",Python,MissingDelimiter,MissingDelimiter
"elif x == 10
    print('Ten')",Python,MissingDelimiter,MissingDelimiter
"else
    print('Other')",Python,MissingDelimiter,UnmatchedBracket
"def calculate()
    return 42",Python,MissingDelimiter,MissingDelimiter
"class Animal
    pass",Python,MissingDelimiter,MissingDelimiter
"for x, y in pairs
    print(x, y)",Python,MissingDelimiter,NameError
"if condition
    do_something()",Python,MissingDelimiter,MissingDelimiter
"while count > 0
    count -= 1",Python,MissingDelimiter,TypeMismatch
"except ValueError
    print('Error')",Python,MissingDelimiter,MissingDelimiter
"public class Test {
    public void run() {
        int x = 5
    }
}",Java,MissingDelimiter,UnmatchedBracket
"int a = 10
int b = 20;",Java,MissingDelimiter,MissingDelimiter
"System.out.println(""Hello"")
System.out.println(""World"");",Java,MissingDelimiter,UnclosedString
"String name = ""John""
int age = 25;",Java,MissingDelimiter,TypeMismatch
"for (int i = 0; i < 10; i++) {
    count++
}",Java,MissingDelimiter,InfiniteLoop
"if (x > 5) {
    result = true
}",Java,MissingDelimiter,IndentationError
"double price = 19.99
return price;",Java,MissingDelimiter,MissingDelimiter
"boolean flag = false
if (flag) { }",Java,MissingDelimiter,MissingDelimiter
"List<String> list = new ArrayList<>()
list.add(""test"");",Java,MissingDelimiter,MissingImport
"int sum = a + b
return sum;",Java,MissingDelimiter,MissingDelimiter
"char c = 'A'
System.out.println(c);",Java,MissingDelimiter,UnusedVariable
"float f = 3.14f
double d = 2.5;",Java,MissingDelimiter,TypeMismatch
"while (true) {
    break
}",Java,MissingDelimiter,IndentationError
"try {
    int x = 1/0
} catch (Exception e) { }",Java,MissingDelimiter,MissingDelimiter
"String msg = ""Error""
throw new Exception(msg);",Java,MissingDelimiter,UnclosedString
"int main() {
    int x = 10
    return 0;
}",C,MissingDelimiter,MissingInclude
"int a = 5
int b = 10;",C,MissingDelimiter,MissingDelimiter
"printf(""Hello"")
printf(""World"");",C,MissingDelimiter,UnclosedString
"float price = 19.99
return price;",C,MissingDelimiter,MissingDelimiter
"for (int i = 0; i < 10; i++) {
    count++
}",C,MissingDelimiter,InfiniteLoop
"if (x > 5) {
    result = 1
}",C,MissingDelimiter,DivisionByZero
"char c = 'A'
putchar(c);",C,MissingDelimiter,MissingDelimiter
"double d = 3.14159
int i = (int)d;",C,MissingDelimiter,TypeMismatch
"int sum = a + b
return sum;",C,MissingDelimiter,MissingDelimiter
"while (1) {
    break
}",C,MissingDelimiter,MissingDelimiter
"int *ptr = malloc(10)
free(ptr);",C,MissingDelimiter,TypeMismatch
"long l = 1000000
short s = (short)l;",C,MissingDelimiter,TypeMismatch
"unsigned int u = 100
int i = (int)u;",C,MissingDelimiter,TypeMismatch
"struct Point p
p.x = 10;",C,MissingDelimiter,TypeMismatch
"enum Color {RED, GREEN}
int c = RED;",C,MissingDelimiter,MissingDelimiter
"int main() {
    int x = 10
    return 0;
}",C++,MissingDelimiter,MissingInclude
"int a = 5
int b = 10;",C++,MissingDelimiter,MissingDelimiter
"cout << ""Hello""
cout << ""World"";",C++,MissingDelimiter,UnclosedString
"string name = ""Alice""
int age = 25;",C++,MissingDelimiter,TypeMismatch
"for (int i = 0; i < 10; i++) {
    count++
}",C++,MissingDelimiter,InfiniteLoop
"if (x > 5) {
    result = true
}",C++,MissingDelimiter,IndentationError
"double price = 19.99
return price;",C++,MissingDelimiter,MissingDelimiter
"vector<int> vec
vec.push_back(5);",C++,MissingDelimiter,UnmatchedBracket
"bool flag = false
if (flag) { }",C++,MissingDelimiter,MissingDelimiter
"int sum = a + b
return sum;",C++,MissingDelimiter,MissingDelimiter
"char c = 'A'
cout << c;",C++,MissingDelimiter,UnusedVariable
"float f = 3.14f
double d = 2.5;",C++,MissingDelimiter,TypeMismatch
"while (true) {
    break
}",C++,MissingDelimiter,IndentationError
"try {
    throw 10
} catch (int e) { }",C++,MissingDelimiter,MissingDelimiter
"namespace Test { }
using namespace Test;",C++,MissingDelimiter,MissingDelimiter
